CollegeCode,College,DepartmentCode,Department,Subject,CourseNumber,CRN,Section,CourseTitle,Campus,CreditHours,SeatLimit,Enrolled,Remaining,RoomCapacity,CorequisiteIndicator,WLCapacity,WLActual,WLRemaining,Status,Instructor,StartDate,EndDate,StartTime,EndTime,Days,Building,PartofTerm,AllFacultyLastName,AllFacultyP,ApproveTypeCode,AllFacultyFullName
FA,Fine Arts,MUSC,Music,MUSC,340,24234,1B,Large Instrumental Ensemble,M,1,80,36,44,100,N,0,0,0,Active,Caneva,8/21/17,12/11/17,1930,2100,M     ,MI 152,1,Caneva,T. Caneva,,Thomas Caneva
FA,Fine Arts,MUSC,Music,MUSC,340,24235,1C,Large Instrumental Ensemble,M,1,80,52,28,100,N,0,0,0,Active,Hand,8/21/17,12/11/17,1400,1515, T  R  ,MI 152,1,"Hand, Hinkle, Ivey, Lovell","C. Hand (P), A. Hinkle, S. Ivey, R. Lovell",,"Caroline Hand (P), Austin Hinkle, Stuart Ivey, Ryan Lovell"
FA,Fine Arts,MUSC,Music,MUSC,340,24235,1C,Large Instrumental Ensemble,M,1,80,52,28,100,N,0,0,0,Active,Hand,8/21/17,12/11/17,1800,1915,M     ,MI 152,1,"Hand, Hinkle, Ivey, Lovell","C. Hand (P), A. Hinkle, S. Ivey, R. Lovell",,"Caroline Hand (P), Austin Hinkle, Stuart Ivey, Ryan Lovell"
FA,Fine Arts,MUSC,Music,MUSC,340,27833,2A,Large Instrumental Ensemble,M,0.5,100,57,43,100,N,0,0,0,Active,Droste,8/21/17,12/11/17,2000,2130,  W   ,MI 152,1,"Cooperman, Droste, Rome","M. Cooperman, D. Droste (P), S. Rome",,"Matthew Cooperman, Douglas Droste (P), Suzanne Rome"
FA,Fine Arts,MUSC,Music,MUSC,340,27834,2C,Large Instrumental Ensemble,M,0.5,100,76,24,100,N,0,0,0,Active,Caneva,8/21/17,12/11/17,1900,2100, T    ,MI 152,1,"Caneva, Hinkle, Ivey, Lovell, Wurster","T. Caneva (P), A. Hinkle, S. Ivey, R. Lovell, M. Wurster",,"Thomas Caneva (P), Austin Hinkle, Stuart Ivey, Ryan Lovell, Miles Wurster"
FA,Fine Arts,MUSC,Music,MUSC,340,24238,2D,Large Instrumental Ensemble,M,1,200,185,15,300,N,0,0,0,Active,Hand,8/21/17,12/11/17,1510,1650,M  W  F ,OA WCF,1,"Hand, Hinkle, Ivey, Lovell","C. Hand (P), A. Hinkle, S. Ivey, R. Lovell",,"Caroline Hand (P), Austin Hinkle, Stuart Ivey, Ryan Lovell"
FA,Fine Arts,MUSC,Music,MUSC,340,24916,2E,Large Instrumental Ensemble,M,1,30,4,26,100,N,0,0,0,Active,Kaplan,8/21/17,12/11/17,1000,1050, T  R  ,MI 163,1,"Bennett, Chan, Kaplan, Trawick","D. Bennett, C. Chan, A. Kaplan (P), E. Trawick",SP,"Darius Bennett, Chin Ting Chan, Amelia Kaplan (P), Eleanor Trawick"
FA,Fine Arts,MUSC,Music,MUSC,340,24916,2E,Large Instrumental Ensemble,M,1,30,4,26,100,N,0,0,0,Active,Kaplan,8/21/17,12/11/17,1000,1050,M  W   ,MI 152,1,"Bennett, Chan, Kaplan, Trawick","D. Bennett, C. Chan, A. Kaplan (P), E. Trawick",SP,"Darius Bennett, Chin Ting Chan, Amelia Kaplan (P), Eleanor Trawick"
FA,Fine Arts,MUSC,Music,MUSC,340,24239,2F,Large Instrumental Ensemble,M,1,50,42,8,100,N,0,0,0,Active,Hand,8/21/17,12/11/17,1530,1650, T  R  ,MI 152,1,Hand,C. Hand,,Caroline Hand
FA,Fine Arts,MUSC,Music,MUSC,341,21631,1,Large Instrumental Ensemble,M,0.5,100,0,100,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,341,24240,1A,Large Instrumental Ensemble,M,1,50,14,36,120,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1100,1150,M  W  F ,MU 117A,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSC,341,24240,1A,Large Instrumental Ensemble,M,1,50,14,36,120,N,0,0,0,Active,Buselli,8/21/17,12/11/17,2001,2130,  W   ,MU 117A,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSC,341,24241,1B,Large Instrumental Ensemble,M,1,50,15,35,120,N,0,0,0,Active,Mendoza,8/21/17,12/11/17,1100,1150, T  R  ,MU 117A,1,Mendoza,F. Mendoza,,Frederico Mendoza
FA,Fine Arts,MUSC,Music,MUSC,341,24241,1B,Large Instrumental Ensemble,M,1,50,15,35,120,N,0,0,0,Active,Mendoza,8/21/17,12/11/17,1830,2000,  W   ,MU 117A,1,Mendoza,F. Mendoza,,Frederico Mendoza
FA,Fine Arts,MUSC,Music,MUSC,341,24242,1C,Large Instrumental Ensemble,M,0.5,50,6,44,100,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1100,1150, T  R  ,MU 123A,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSC,341,24243,1D,Large Instrumental Ensemble,M,0.5,50,0,50,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,350,24244,1A,Large Vocal Ensemble,M,1,80,22,58,100,N,0,0,0,Active,Alder,8/21/17,12/11/17,1600,1730,  W   ,MU 123A,1,Alder,A. Alder,,Alan Alder
FA,Fine Arts,MUSC,Music,MUSC,350,24244,1A,Large Vocal Ensemble,M,1,80,22,58,100,N,0,0,0,Active,Alder,8/21/17,12/11/17,1600,1750,M     ,MU 123A,1,Alder,A. Alder,,Alan Alder
FA,Fine Arts,MUSC,Music,MUSC,350,24244,1A,Large Vocal Ensemble,M,1,80,22,58,100,N,0,0,0,Active,Alder,8/21/17,12/11/17,1930,2200, T    ,MU 123A,1,Alder,A. Alder,,Alan Alder
FA,Fine Arts,MUSC,Music,MUSC,350,24245,1B,Large Vocal Ensemble,M,1,30,11,19,120,N,0,0,0,Active,Alder,8/21/17,12/11/17,1900,2200, T    ,MU 117A,1,Alder,A. Alder,,Alan Alder
FA,Fine Arts,MUSC,Music,MUSC,351,24247,1A,Large Vocal Ensemble,M,1,80,23,57,100,N,0,0,0,Active,Crow,8/21/17,12/11/17,1100,1150,M T W R F ,MI 163,1,Crow,A. Crow,,Andrew Crow
FA,Fine Arts,MUSC,Music,MUSC,351,24248,1B,Large Vocal Ensemble,M,1,80,46,34,100,N,0,0,0,Active,Glann,8/21/17,12/11/17,1500,1550,  W  F ,MI 163,1,"Glann, Martin","K. Glann (P), A. Martin",,"Kerry Glann (P), Andrew Martin"
FA,Fine Arts,MUSC,Music,MUSC,351,24248,1B,Large Vocal Ensemble,M,1,80,46,34,400,N,0,0,0,Active,Glann,8/21/17,12/11/17,1500,1550,M     ,MI 104,1,"Glann, Martin","K. Glann (P), A. Martin",,"Kerry Glann (P), Andrew Martin"
FA,Fine Arts,MUSC,Music,MUSC,351,24248,1B,Large Vocal Ensemble,M,1,80,46,34,100,N,0,0,0,Active,Glann,8/21/17,12/11/17,1530,1620, T  R  ,MU 123A,1,"Glann, Martin","K. Glann (P), A. Martin",,"Kerry Glann (P), Andrew Martin"
FA,Fine Arts,MUSC,Music,MUSC,351,24249,1C,Large Vocal Ensemble,M,0.5,30,15,15,100,N,0,0,0,Active,Truitt,8/21/17,12/11/17,1800,2000,  W   ,MU 123A,1,Truitt,J. Truitt,,Jon Truitt
FA,Fine Arts,MUSC,Music,MUSC,351,24250,1D,Large Vocal Ensemble,M,1,30,3,27,100,N,0,0,0,Active,Truitt,8/21/17,12/11/17,1700,1930, T  R  ,MU 123A,1,Truitt,J. Truitt,,Jon Truitt
FA,Fine Arts,MUSC,Music,MUSC,351,24250,1D,Large Vocal Ensemble,M,1,30,3,27,100,N,0,0,0,Active,Truitt,8/21/17,12/11/17,1800,2050,M  W   ,MU 123A,1,Truitt,J. Truitt,,Jon Truitt
FA,Fine Arts,MUSC,Music,MUSC,351,24251,2A,Large Vocal Ensemble,M,0.5,80,58,22,100,N,0,0,0,Active,Glann,8/21/17,12/11/17,1530,1620, T  R  ,MU 123A,1,"Glann, Ramalho de Mello","K. Glann (P), M. Ramalho de Mello",,"Kerry Glann (P), Marcel Ramalho de Mello"
FA,Fine Arts,MUSC,Music,MUSC,351,24255,2B,Large Vocal Ensemble,M,0.5,80,46,34,100,N,0,0,0,Active,Crow,8/21/17,12/11/17,1530,1620, T  R  ,MI 163,1,"Crow, Hicks","A. Crow (P), T. Hicks",,"Andrew Crow (P), Theodore Hicks"
FA,Fine Arts,MUSC,Music,MUSC,351,24256,2C,Large Vocal Ensemble,M,0.5,100,62,38,100,N,0,0,0,Active,Geib,8/21/17,12/11/17,1900,2130,M     ,MI 163,1,"Geib, Glann, Martin","S. Geib (P), K. Glann, A. Martin",,"Sally Geib (P), Kerry Glann, Andrew Martin"
FA,Fine Arts,MUSC,Music,MUSC,499,12404,1,Recital,OF,,50,21,29,,N,0,0,0,Active,Gerrity,8/21/17,12/11/17,,,     , ,1,Gerrity,K. Gerrity,,Kevin Gerrity
FA,Fine Arts,MUSC,Music,MUSC,499,23611,1G,Recital,OF,1,10,0,10,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,540,23327,1,Large Instrumental Ensemble,M,1,30,0,30,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,540,24257,1A,Large Instrumental Ensemble,M,1,50,14,36,400,N,0,0,0,Active,Droste,8/21/17,12/11/17,1400,1645, T  R  ,MI 104,1,Droste,D. Droste,,Douglas Droste
FA,Fine Arts,MUSC,Music,MUSC,540,24259,1B,Large Instrumental Ensemble,M,1,50,5,45,100,N,0,0,0,Active,Caneva,8/21/17,12/11/17,1215,1345,  W  F ,MI 152,1,Caneva,T. Caneva,,Thomas Caneva
FA,Fine Arts,MUSC,Music,MUSC,540,24259,1B,Large Instrumental Ensemble,M,1,50,5,45,100,N,0,0,0,Active,Caneva,8/21/17,12/11/17,1930,2100,M     ,MI 152,1,Caneva,T. Caneva,,Thomas Caneva
FA,Fine Arts,MUSC,Music,MUSC,540,24258,1C,Large Instrumental Ensemble,M,1,50,1,49,100,N,0,0,0,Active,Hand,8/21/17,12/11/17,1400,1515, T  R  ,MI 152,1,Hand,C. Hand,,Caroline Hand
FA,Fine Arts,MUSC,Music,MUSC,540,24258,1C,Large Instrumental Ensemble,M,1,50,1,49,100,N,0,0,0,Active,Hand,8/21/17,12/11/17,1800,1915,M     ,MI 152,1,Hand,C. Hand,,Caroline Hand
FA,Fine Arts,MUSC,Music,MUSC,540,24260,1D,Large Instrumental Ensemble,M,1,30,2,28,120,N,0,0,0,Active,Buselli,8/21/17,12/11/17,1100,1150,M  W  F ,MU 117A,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSC,540,24260,1D,Large Instrumental Ensemble,M,1,30,2,28,120,N,0,0,0,Active,Buselli,8/21/17,12/11/17,2001,2130,  W   ,MU 117A,1,Buselli,M. Buselli,,Mark Buselli
FA,Fine Arts,MUSC,Music,MUSC,540,24261,1E,Large Instrumental Ensemble,M,1,30,0,30,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,540,25631,2E,Large Instrumental Ensemble,M,1,30,4,26,100,N,0,0,0,Active,Kaplan,8/21/17,12/11/17,1000,1050, T  R  ,MI 163,1,"Bennett, Chan, Kaplan, Trawick","D. Bennett, C. Chan, A. Kaplan (P), E. Trawick",SP,"Darius Bennett, Chin Ting Chan, Amelia Kaplan (P), Eleanor Trawick"
FA,Fine Arts,MUSC,Music,MUSC,540,25631,2E,Large Instrumental Ensemble,M,1,30,4,26,100,N,0,0,0,Active,Kaplan,8/21/17,12/11/17,1000,1050,M  W   ,MI 152,1,"Bennett, Chan, Kaplan, Trawick","D. Bennett, C. Chan, A. Kaplan (P), E. Trawick",SP,"Darius Bennett, Chin Ting Chan, Amelia Kaplan (P), Eleanor Trawick"
FA,Fine Arts,MUSC,Music,MUSC,550,24262,1A,Large Vocal Ensemble,M,1,50,6,44,100,N,0,0,0,Active,Crow,8/21/17,12/11/17,1100,1150,M T W R F ,MI 163,1,Crow,A. Crow,,Andrew Crow
FA,Fine Arts,MUSC,Music,MUSC,550,24264,1B,Large Vocal Ensemble,M,1,50,0,50,100,N,0,0,0,Active,Glann,8/21/17,12/11/17,1500,1550,  W  F ,MI 163,1,Glann,K. Glann,,Kerry Glann
FA,Fine Arts,MUSC,Music,MUSC,550,24264,1B,Large Vocal Ensemble,M,1,50,0,50,400,N,0,0,0,Active,Glann,8/21/17,12/11/17,1500,1550,M     ,MI 104,1,Glann,K. Glann,,Kerry Glann
FA,Fine Arts,MUSC,Music,MUSC,550,24264,1B,Large Vocal Ensemble,M,1,50,0,50,100,N,0,0,0,Active,Glann,8/21/17,12/11/17,1530,1620, T  R  ,MU 123A,1,Glann,K. Glann,,Kerry Glann
FA,Fine Arts,MUSC,Music,MUSC,550,24265,1C,Large Vocal Ensemble,M,1,30,0,30,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,550,24266,1D,Large Vocal Ensemble,M,1,30,0,30,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSC,550,24267,1E,Large Vocal Ensemble,M,1,30,3,27,100,N,0,0,0,Active,Truitt,8/21/17,12/11/17,1700,1930, T  R  ,MU 123A,1,Truitt,J. Truitt,,Jon Truitt
FA,Fine Arts,MUSC,Music,MUSC,550,24267,1E,Large Vocal Ensemble,M,1,30,3,27,100,N,0,0,0,Active,Truitt,8/21/17,12/11/17,1800,2050,M  W   ,MU 123A,1,Truitt,J. Truitt,,Jon Truitt
FA,Fine Arts,MUSC,Music,MUSC,611,23365,1,Professional Internship,M,1,10,1,9,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,611,23388,2,Professional Internship,M,2,10,0,10,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,699X,28047,3,Exp Dev Tpcs,M,3,15,1,14,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,710,27394,1,Teaching Internship,M,1,30,1,29,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,710,25905,2,Teaching Internship,M,2,15,0,15,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,710,25209,3,Teaching Internship,M,3,10,5,5,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSC,711,16151,1,Teaching Externship,M,3,10,4,6,,N,0,0,0,Active,Pohly,8/21/17,12/11/17,,,     , ,1,Pohly,L. Pohly,SP,Linda Pohly
FA,Fine Arts,MUSC,Music,MUSE,100,24472,1,Intro to Music Ed 1,M,2,15,12,3,33,N,0,0,0,Active,Palmer,8/21/17,12/11/17,1400,1450, T  R  ,MU 401,1,"Hicks, Palmer","A. Hicks, C. Palmer (P)",,"Ann Hicks, Christopher Palmer (P)"
FA,Fine Arts,MUSC,Music,MUSE,100,24473,2,Intro to Music Ed 1,M,2,15,13,2,25,N,10,0,10,Active,Hicks,8/21/17,12/11/17,1100,1150, T  R  ,MU 405,1,Hicks,A. Hicks,,Ann Hicks
FA,Fine Arts,MUSC,Music,MUSE,100,24474,3,Intro to Music Ed 1,M,2,15,17,-2,25,N,15,0,15,Active,Hicks,8/21/17,12/11/17,1230,1320, T  R  ,MU 405,1,Hicks,A. Hicks,,Ann Hicks
FA,Fine Arts,MUSC,Music,MUSE,100,24475,4,Intro to Music Ed 1,M,2,15,14,1,25,N,0,0,0,Active,Shirel,8/21/17,12/11/17,930,1020, T  R  ,MU 405,1,"Hicks, Shirel","A. Hicks, S. Shirel (P)",,"Ann Hicks, Susan Shirel (P)"
FA,Fine Arts,MUSC,Music,MUSE,100,26941,5,Intro to Music Ed 1,M,,15,10,5,25,N,5,0,5,Active,Finger,8/21/17,12/11/17,1400,1450, T  R  ,MU 405,1,"Finger, Hicks","S. Finger (P), A. Hicks",,"Susan Finger (P), Ann Hicks"
FA,Fine Arts,MUSC,Music,MUSE,150,21654,1,Intro to Music Ed 2,M,,15,0,15,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,250,10223,1,Brass Techniques,M,,15,15,0,33,N,10,0,10,Active,Palmer,8/21/17,12/11/17,1230,1320, T  R  ,MU 401,1,Palmer,C. Palmer,,Christopher Palmer
FA,Fine Arts,MUSC,Music,MUSE,252,10224,1,Woodwind Techniques 1,M,,15,13,2,25,N,10,0,10,Active,Hicks,8/21/17,12/11/17,1400,1450,M  W   ,MU 405,1,Hicks,A. Hicks,,Ann Hicks
FA,Fine Arts,MUSC,Music,MUSE,253,10225,1,Woodwind Techniques 2,M,,15,16,-1,120,N,10,0,10,Active,Sweger,8/21/17,12/11/17,1400,1450,  W  F ,MU 117A,1,"Kozenko, Sweger","L. Kozenko, K. Sweger (P)",,"Lisa Kozenko, Keith Sweger (P)"
FA,Fine Arts,MUSC,Music,MUSE,254,10226,1,Percussion Techniques,M,,15,11,4,15,N,10,0,10,Active,Modolo Cabrera,8/21/17,12/11/17,1700,1750,M  W   ,MU 003,1,Modolo Cabrera,B. Modolo Cabrera,,Bruno Modolo Cabrera
FA,Fine Arts,MUSC,Music,MUSE,256,10227,1,String Techniques,M,,12,13,-1,33,N,10,0,10,Active,Spieker,8/21/17,12/11/17,1400,1450,M  W   ,MU 401,1,Spieker,M. Spieker,,Matthew Spieker
FA,Fine Arts,MUSC,Music,MUSE,256,28203,2,String Techniques,M,,15,10,5,25,N,0,0,0,Active,Spieker,8/21/17,12/11/17,900,950,M  W   ,MU 405,1,Spieker,M. Spieker,,Matthew Spieker
FA,Fine Arts,MUSC,Music,MUSE,265,10228,1,Music Basics for the Classroom,M,,15,15,0,33,N,10,0,10,Active,Wolfe,8/21/17,12/11/17,1100,1150,M  W  F ,MU 401,1,Wolfe,A. Wolfe,,Ann Wolfe
FA,Fine Arts,MUSC,Music,MUSE,265,10229,2,Music Basics for the Classroom,M,,15,15,0,33,N,10,0,10,Active,Wolfe,8/21/17,12/11/17,1200,1250,M  W  F ,MU 401,1,Wolfe,A. Wolfe,,Ann Wolfe
FA,Fine Arts,MUSC,Music,MUSE,265,10230,3,Music Basics for the Classroom,M,,15,15,0,33,N,10,0,10,Active,Hourigan,8/21/17,12/11/17,1300,1350,M  W  F ,MU 401,1,Hourigan,A. Hourigan,,Amy Hourigan
FA,Fine Arts,MUSC,Music,MUSE,265,10231,4,Music Basics for the Classroom,M,,15,0,15,,N,10,0,10,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,265,10232,5,Music Basics for the Classroom,M,,15,0,15,,N,10,0,10,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,265,10233,6,Music Basics for the Classroom,M,,15,15,0,33,N,10,0,10,Active,Jacobi,8/21/17,12/11/17,1100,1215, T  R  ,MU 401,1,Jacobi,K. Jacobi,,Kathleen Jacobi
FA,Fine Arts,MUSC,Music,MUSE,265,10234,7,Music Basics for the Classroom,M,,15,15,0,33,N,10,0,10,Active,Rome,8/21/17,12/11/17,800,850,M  W  F ,MU 401,1,Rome,S. Rome,,Suzanne Rome
FA,Fine Arts,MUSC,Music,MUSE,265,19932,800,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Hourigan,8/21/17,12/11/17,,,     , ,1,"Hicks, Hourigan","A. Hicks, A. Hourigan (P)",,"Ann Hicks, Amy Hourigan (P)"
FA,Fine Arts,MUSC,Music,MUSE,265,22883,801,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Ingles,8/21/17,12/11/17,,,     , ,1,Ingles,T. Ingles,,Tiffany Ingles
FA,Fine Arts,MUSC,Music,MUSE,265,22884,802,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Hicks,8/21/17,12/11/17,,,     , ,1,"Hicks, Hourigan","A. Hicks (P), A. Hourigan",,"Ann Hicks (P), Amy Hourigan"
FA,Fine Arts,MUSC,Music,MUSE,265,22885,803,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Hourigan,8/21/17,12/11/17,,,     , ,1,Hourigan,A. Hourigan,,Amy Hourigan
FA,Fine Arts,MUSC,Music,MUSE,265,22886,804,Music Basics for the Classroom,OL,,20,19,1,,N,0,0,0,Active,Inks,8/21/17,12/11/17,,,     , ,1,Inks,K. Inks,,Kimberly Inks
FA,Fine Arts,MUSC,Music,MUSE,265,26965,805,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Inks,8/21/17,12/11/17,,,     , ,1,Inks,K. Inks,,Kimberly Inks
FA,Fine Arts,MUSC,Music,MUSE,265,27275,806,Music Basics for the Classroom,OL,,20,20,0,,N,0,0,0,Active,Ingles,8/21/17,12/11/17,,,     , ,1,Ingles,T. Ingles,,Tiffany Ingles
FA,Fine Arts,MUSC,Music,MUSE,350,24476,1,Contemporary Issues Music Ed,M,2,15,17,-2,25,N,10,0,10,Active,Finger,8/21/17,12/11/17,800,850,    F ,MU 405,1,"Finger, Gerrity, Hourigan, Hourigan","S. Finger (P), K. Gerrity, A. Hourigan, R. Hourigan",,"Susan Finger (P), Kevin Gerrity, Amy Hourigan, Ryan Hourigan"
FA,Fine Arts,MUSC,Music,MUSE,350,24476,1,Contemporary Issues Music Ed,M,2,15,17,-2,,N,10,0,10,Active,Finger,8/21/17,12/11/17,800,915, T  R  ,TBD TBD,1,"Finger, Gerrity, Hourigan, Hourigan","S. Finger (P), K. Gerrity, A. Hourigan, R. Hourigan",,"Susan Finger (P), Kevin Gerrity, Amy Hourigan, Ryan Hourigan"
FA,Fine Arts,MUSC,Music,MUSE,350,24476,1,Contemporary Issues Music Ed,M,2,15,17,-2,,N,10,0,10,Active,Finger,8/21/17,12/11/17,930,1045, T  R  ,TBD TBD,1,"Finger, Gerrity, Hourigan, Hourigan","S. Finger (P), K. Gerrity, A. Hourigan, R. Hourigan",,"Susan Finger (P), Kevin Gerrity, Amy Hourigan, Ryan Hourigan"
FA,Fine Arts,MUSC,Music,MUSE,351,10242,1,Elem General Music Methods,M,,15,17,-2,33,N,10,0,10,Active,Harrington,8/21/17,12/11/17,900,950,M  W  F ,MU 401,1,Harrington,A. Harrington,,Ann Harrington
FA,Fine Arts,MUSC,Music,MUSE,351,16639,2,Elem General Music Methods,M,,15,16,-1,33,N,10,0,10,Active,Harrington,8/21/17,12/11/17,1000,1050,M  W  F ,MU 401,1,Harrington,A. Harrington,,Ann Harrington
FA,Fine Arts,MUSC,Music,MUSE,353,10243,1,Secondary Generl Music Methods,M,,15,18,-3,25,N,10,0,10,Active,Gerrity,8/21/17,12/11/17,1000,1050,M  W  F ,MU 405,1,Gerrity,K. Gerrity,,Kevin Gerrity
FA,Fine Arts,MUSC,Music,MUSE,355,10245,1,Instrumental Music Methods 1,M,,15,14,1,33,N,10,0,10,Active,Spieker,8/21/17,12/11/17,800,915, T  R  ,MU 401,1,Spieker,M. Spieker,,Matthew Spieker
FA,Fine Arts,MUSC,Music,MUSE,355,26942,2,Instrumental Music Methods 1,M,,15,0,15,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,356,10247,1,Choral Music Methods 1,M,,15,6,9,45,N,10,0,10,Active,Ester,8/21/17,12/11/17,800,915, T  R  ,MU 309,1,Ester,D. Ester,,Don Ester
FA,Fine Arts,MUSC,Music,MUSE,375,27679,1,Instrumental Music Methods 2,M,,15,13,2,100,N,0,0,0,Active,Palmer,8/21/17,12/11/17,800,915, T  R  ,MI 152,1,Palmer,C. Palmer,,Christopher Palmer
FA,Fine Arts,MUSC,Music,MUSE,391,10248,1,Choral Laboratory,M,,50,46,4,33,N,10,0,10,Active,Ester,8/21/17,12/11/17,930,1045,   R  ,MU 401,1,Ester,D. Ester,,Don Ester
FA,Fine Arts,MUSC,Music,MUSE,457,24477,1,Specl Approaches: Voc Gen Maj,M,,20,3,17,25,N,0,0,0,Active,Harrington,8/21/17,12/11/17,1200,1250,M  W   ,MU 405,1,"Ester, Harrington","D. Ester, A. Harrington (P)",,"Don Ester, Ann Harrington (P)"
FA,Fine Arts,MUSC,Music,MUSE,457,24477,1,Specl Approaches: Voc Gen Maj,M,,20,3,17,,N,0,0,0,Active,Harrington,8/21/17,12/11/17,,,     , ,1,"Ester, Harrington","D. Ester, A. Harrington (P)",,"Don Ester, Ann Harrington (P)"
FA,Fine Arts,MUSC,Music,MUSE,465,21905,1,Jazz Pedagogy,M,,15,0,15,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,470,28439,08A,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Finger,7/24/17,12/1/17,,,     , ,1,Finger,S. Finger,SP,Susan Finger
FA,Fine Arts,MUSC,Music,MUSE,470,28440,08B,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Finger,7/25/17,12/1/17,,,     , ,1,Finger,S. Finger,SP,Susan Finger
FA,Fine Arts,MUSC,Music,MUSE,470,28353,1,Student Teaching in Music,OF,,50,0,50,,N,0,0,0,Active,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
FA,Fine Arts,MUSC,Music,MUSE,470,28476,20A,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Shirel,8/7/17,12/8/17,,,     , ,1,Shirel,S. Shirel,SP,Susan Shirel
FA,Fine Arts,MUSC,Music,MUSE,470,28477,20B,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Shirel,8/14/17,12/8/17,,,     , ,1,Shirel,S. Shirel,SP,Susan Shirel
FA,Fine Arts,MUSC,Music,MUSE,470,28489,23,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Spieker,8/11/17,12/1/17,,,     , ,1,Spieker,M. Spieker,SP,Matthew Spieker
FA,Fine Arts,MUSC,Music,MUSE,470,28506,27A,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Wurster,8/1/17,12/1/17,,,     , ,1,Wurster,M. Wurster,SP,Miles Wurster
FA,Fine Arts,MUSC,Music,MUSE,470,28507,27B,Student Teaching in Music,OF,,10,1,9,,N,0,0,0,Active,Wurster,8/11/17,12/15/17,,,     , ,1,Wurster,M. Wurster,SP,Miles Wurster
